Language,Image,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4
Gnuplot,,0,0,0,0,0,0,0,0,1.620162204368306e-05,1.2456085764767081e-05,2.2473217673495853e-05,2.1950584704344788e-05,2.2560323168354366e-05,2.787375835472354e-05,2.4825066034675653e-05,2.0469791291750098e-05,2.6131648457553317e-05,2.2473217673495853e-05,3.693272982000869e-05,2.7699547365006517e-05,2.4912171529534162e-05,2.5783226478119275e-05,0.0022120069621873466,1.986005282774052e-05,1.6985571497409656e-05,1.0017131908728771e-05,8.797654980709616e-06,1.5853200064249014e-05,0,0,0,0,0,0,0,0,0,0,0
Reason,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.951163084830648e-05,0.00010937913656069893,0.0002613064505064084,2.8483496818733117e-05,3.214192760279058e-05,2.6392964942128853e-05,2.4912171529534162e-05,2.1689268219769252e-05,1.7682415456277746e-05
FLUX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.236898026990857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delphi,,0,0,9.660338731257544e-05,1.2020558290474526e-05,0,1.2804507744201126e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORTRAN,,3.405824848967783e-05,4.747249469788853e-05,4.6253017769869376e-05,4.9563026574492796e-05,8.092100472355677e-05,0.0002508849575988863,0.00022807540721553267,0.00039189660365323393,0.0007693697306393872,0.0008592579675820297,0.0008053189975442931,0.0010667873764733061,0.0012149582216869665,0.001105620554243204,0.0013944933459210233,0.001676550124977005,0.0015737620387984146,0.0015441790880763077,0.0014329031242562005,6.154210845370335e-05,3.390856405766025e-05,2.629643743247121e-05,2.8372471966613675e-05,2.6065766928677603e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elixir,,0,0,1.2543191259625592e-05,0,5.193609890165539e-05,0.00040030064402030987,0.0002865498213363399,0.0007334239629428842,0.0007551604243336443,0.001637002479277937,0.001370665710373274,0.0017029775773113758,0.00305854894783671,0.004489924031516098,0.005607173023677033,0.00696692650713715,0.007569736369746465,0.0076874871459206425,0.0077343311948711874,0.009382556624245402,0.010332581103362416,0.008064644276064178,0.005635994503777861,0.007348568990800493,0.006002063104390443,0.006145383478868427,0.006229328672757846,0.006197640615691571,0.004658875670919814,0.005634625880021667,0.0047385182814903126,0.005295180640821954,0.005751911209770746,0.004179677371196565,0.004502921342558119,0.0038609967927047736,0.0034857135697262615,0.0032416680686242656,0.0025963418178861124
ABAP,,0,0,0,0,0,0,0,0,0,9.494498939577705e-06,8.49405064438978e-05,0,8.552173724857252e-05,0.0001339967252177789,0.0001019846757768311,0.0002086635419969162,0.00018075178088173418,0.00019508142604438624,0.0003389078758352162,0.0004331638826442846,0.0003246888706383408,0.000356058230103532,0.0003249318652604105,0.00042788181900635527,0.0004114324976241885,0.0006804115471507484,0.00044595019040723617,0.0005767669560655594,0.00022028410283631865,0.0003441833122944329,0.0005223395858601063,0.00029623998980422356,0.0004214327486453449,0.0006239538254518548,1.149792532132346e-05,9.75581542415324e-06,1.0017131908728771e-05,0,0
Hack,,0,0,0,0,0,0,0,2.791113095902646e-05,1.81179429305703e-05,9.407393444719194e-06,4.48450753898468e-05,0.00022076740995976684,6.047573998950612e-05,0.00017366021214356136,0.0005921586030762818,0.00018004227615541564,0.0001412253802272121,2.5957437467836295e-05,1.5156356105380925e-05,0.00010020138690751255,1.0191342898445794e-05,2.465085504495863e-05,2.0208474807174565e-05,8.884760475568128e-06,1.1759241805898992e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016933041234749093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTrace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.668709929294728e-06,1.4023984672220281e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle,,1.1933452795616015e-05,1.1759241805898992e-05,1.472082863108837e-05,1.977294733288201e-05,6.259361525517567e-05,0.00020131184270205066,0.00018081911234226004,0.0002599407526445026,0.0003935951466533524,0.0003555937485140508,0.0005768319724464182,0.0008734256298851164,0.0008176251451829273,0.000750494428944313,0.0008028394698524558,0.0009570036446581263,0.0011504518454698582,0.0007669595072297083,0.0010837144873388153,0.0008917044843266425,0.0009472529853625173,0.0005070885670907299,0.00029675998467604796,7.196919718360542e-05,5.905164897116342e-05,4.7287453277689454e-05,4.636477126251503e-05,5.213153385735521e-05,2.7680460455232854e-05,4.0136667660087634e-05,2.9756494989375315e-05,4.152069068284928e-05,3.6215269095596315e-05,3.436990506524746e-05,4.082867917146846e-05,3.552325758421549e-05,2.4220402898328746e-05,2.5373755417296783e-05,0
NSIS,,0,0,0,0,0,1.1585030816181971e-05,1.071397586759686e-05,0,2.860314247040728e-05,0,1.628872753854157e-05,6.61842703343237e-05,5.7854440104546873e-05,7.111062396136068e-05,0.00018534500361662838,0.00018671581349111193,6.32646456807491e-05,5.096178981989164e-05,5.02391323277289e-05,4.6859817962425406e-05,0.00015376997926990163,5.15844957705924e-05,5.5147807460675145e-05,4.12850662914807e-05,2.6757778440058424e-05,2.9756494989375315e-05,4.1612507185107356e-05,3.183252952351778e-05,2.9987165493168925e-05,2.9756494989375315e-05,3.852197413353239e-05,0,0,1.1410819826464949e-05,0,0,0,0,0
XML,,0,0,1.1410819826464949e-05,0,0,1.5156356105380925e-05,0,0,8.872740076893812e-05,4.0901165883777465e-05,4.039786270457547e-05,0.00018402044782388612,3.436990506524746e-05,3.413923456145385e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LoomScript,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.710549485851107e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JavaScript,,0.06601720995422085,0.07381445445217612,0.08561667408397941,0.1253072551280494,0.1397028486803844,0.17838748087834397,0.21227439863150208,0.2779093996258538,0.31574732156729857,0.3523235894392668,0.40128970009418463,0.5061942046261778,0.5587257520751945,0.6293368785336533,0.7281436640667031,0.8531730980104215,0.8541846782782861,0.8217359609986528,0.8351881056282995,0.8003461912911151,0.8837575421273817,0.6874351438713231,0.6123140319329056,0.6820686019410492,0.5229071707237177,0.47008796808410414,0.4331027403776422,0.46403701020415655,0.325158901327529,0.4230486087355848,0.39630049513435583,0.3650625290803717,0.40593319338238254,0.37990565842409274,0.3749519398695392,0.37558084810196873,0.3093899471423065,0.3735851595977627,0.40470062354331154
Nix,,0,0,0,0,0,0,2.630585944727034e-05,3.118376715934696e-05,4.0939582583500195e-05,7.63915189909142e-05,5.836068155520241e-05,4.346564193439702e-05,8.571688226843755e-05,6.550333213360031e-05,0.00028276147959237165,0.0003218246909700456,0.00023805931744831074,0.0002602762939648937,0.0004353687392327678,0.00041957217732544133,0.0007831924630731147,0.0006888683683531466,0.0006188773590870652,0.0009735169463016451,0.0008832065638166512,0.0004363180244125198,0.00044780104541862606,0.00046124766548401254,0.0002624247022077306,0.00032204636143975826,0.00035870813850525334,0.0004116123396195282,0.0005030696105384258,0.00019325803347783666,0.00014597168428506145,6.741035244577613e-05,0.00015993448745251916,0.01396464153234499,0.012865697908475585
